Size,File Count,Avg. Time
200000,50.0,3.7989513874053955
500000,20.0,1.8877044916152954
833333,12.0,1.2619644403457642
1000000,10.0,1.14842689037323
1250000,8.0,1.0144764184951782
2000000,5.0,0.9292113780975342
5000000,2.0,1.2942461967468262
